,Date,Weight,HCName,Forum Grade,Transfer Grade,Transfer Weight
0,2019-09-12,1.0,interpretivelens,3.0,1.2977770459131925,0
1,2019-12-04,1.0,interpretivelens,3.0,1.2977770459131925,0
2,2020-01-17,1.0,interpretivelens,2.67,1.2977770459131925,0
3,2020-02-12,6.0,interpretivelens,2.89,1.2977770459131925,0
